Frame,p1xaxis,p1yaxis,p2xaxis,p2yaxis,p3xaxis,p3yaxis,tree1,tree2,tree3,AB,BC
67,98,159,263,132,515,136,100,100,200,50,100
68,98,159,263,132,516,136,100,100,200,50,100
69,98,159,263,132,515,136,100,100,200,50,100
70,98,159,263,132,515,136,100,200,200,100,200
71,98,159,263,132,515,137,100,100,200,50,100
72,98,159,317,129,515,137,100,200,200,100,200
73,98,159,317,130,515,137,100,200,200,100,200
74,98,159,263,132,515,137,100,200,200,100,200
75,98,159,316,129,515,138,100,200,200,100,200
76,98,159,263,134,515,137,100,200,200,100,200
77,98,159,263,134,515,138,100,200,200,100,200
78,98,159,263,133,514,137,100,200,200,100,200
79,98,159,263,133,515,137,100,200,200,100,200
80,97,159,263,133,514,137,200,200,200,200,200
81,97,159,263,133,515,137,200,200,200,200,200
82,97,159,263,135,514,138,100,200,200,100,200
83,97,159,263,135,514,138,100,200,200,100,200
84,97,159,263,135,514,139,100,200,200,100,200
85,97,159,263,135,514,139,100,200,200,100,200
86,97,159,263,135,514,139,100,100,200,50,100
87,97,159,263,135,514,139,100,100,200,50,100
88,97,159,263,134,514,138,100,200,200,100,200
89,97,159,263,134,515,137,100,200,200,100,200
90,97,159,263,134,514,136,100,200,200,100,200
91,97,159,263,133,514,135,100,200,200,100,200
92,97,159,263,133,514,138,100,100,200,50,100
93,97,159,263,133,514,137,100,100,200,50,100
94,97,159,263,133,515,138,100,100,200,50,100
95,97,159,263,133,515,138,100,100,200,50,100
96,97,159,263,133,516,137,100,100,200,50,100
97,97,159,264,131,516,137,100,200,200,100,200
98,97,159,263,132,515,138,100,200,200,100,200
99,97,159,263,131,516,137,100,200,200,100,200
100,97,159,263,132,516,136,100,200,200,100,200
101,97,159,263,131,516,136,100,200,200,100,200
102,97,159,263,131,515,137,100,200,200,100,200
103,97,159,263,131,516,137,100,200,200,100,200
104,97,159,263,131,515,138,100,200,200,100,200
105,97,159,263,131,515,138,100,200,200,100,200
106,97,159,263,132,516,138,100,200,200,100,200
107,97,159,263,131,516,138,100,200,200,100,200
108,97,159,263,131,515,139,100,200,200,100,200
109,97,159,263,132,515,139,100,200,200,100,200
110,97,159,263,131,515,138,100,200,200,100,200
111,97,159,263,131,515,138,100,200,200,100,200
112,97,159,263,131,515,138,100,200,200,100,200
113,97,159,263,131,515,139,100,200,200,100,200
114,97,159,263,131,515,138,100,200,200,100,200
115,97,159,263,131,515,138,100,200,200,100,200
116,97,159,263,131,515,137,100,200,200,100,200
117,97,159,263,131,515,137,100,200,200,100,200
118,97,159,263,131,515,135,100,200,200,100,200
119,97,159,263,131,516,134,100,200,200,100,200
120,97,159,263,131,516,134,100,100,200,50,100
121,97,159,263,131,515,135,100,100,200,50,100
122,97,159,263,131,515,135,100,100,200,50,100
123,97,159,263,131,515,135,100,100,200,50,100
124,97,159,263,131,515,135,100,100,200,50,100
125,97,159,263,131,515,134,100,100,200,50,100
126,97,159,263,132,515,133,100,200,200,100,200
127,97,159,263,131,515,133,100,200,200,100,200
128,97,159,263,131,515,131,100,200,200,100,200
129,97,159,263,131,515,131,100,200,200,100,200
130,97,159,262,131,515,131,100,200,200,100,200
131,97,159,263,131,515,131,100,200,200,100,200
132,97,159,262,132,514,132,100,200,200,100,200
133,97,159,262,132,514,132,100,200,200,100,200
134,206,132,262,131,515,132,200,200,200,200,200
135,207,132,262,132,515,131,200,200,200,200,200
136,207,132,263,131,516,132,100,200,200,100,200
137,207,132,263,131,516,132,100,100,200,50,100
138,207,132,263,131,516,131,100,200,200,100,200
139,207,132,263,131,516,131,100,100,200,50,100
140,207,132,262,132,515,132,100,200,200,100,200
141,207,132,262,132,515,132,100,200,200,100,200
142,207,132,262,132,515,134,100,100,200,50,100
143,207,132,262,132,515,134,100,100,200,50,100
144,207,132,262,132,515,135,100,100,200,50,100
145,207,132,262,132,515,135,100,100,200,50,100
146,207,132,262,132,515,136,100,100,200,50,100
147,207,132,262,132,515,136,100,100,200,50,100
148,207,132,262,132,514,135,100,100,200,50,100
149,207,132,262,132,514,135,100,100,200,50,100
150,207,132,262,132,515,135,100,100,200,50,100
151,207,132,262,132,515,135,100,100,200,50,100
152,207,132,262,132,515,134,100,100,200,50,100
153,207,132,262,132,515,134,100,100,200,50,100
154,207,132,262,132,538,131,100,100,200,50,100
155,207,132,262,132,538,131,100,100,200,50,100
156,207,132,262,132,515,131,100,100,200,50,100
157,207,132,262,132,515,131,100,100,200,50,100
158,207,132,262,132,515,132,100,100,200,50,100
159,207,132,262,132,515,132,100,100,200,50,100
160,207,132,262,132,538,131,100,100,200,50,100
161,207,132,262,132,538,131,100,100,200,50,100
162,207,132,262,132,515,134,100,100,200,50,100
163,207,132,262,132,515,134,100,100,200,50,100
164,207,132,262,132,515,133,100,100,200,50,100
165,207,132,262,132,538,131,100,100,200,50,100
166,207,132,262,132,537,131,100,100,200,50,100
167,207,132,262,132,537,131,100,100,200,50,100
168,207,132,262,132,538,131,100,100,200,50,100
169,207,132,262,132,538,131,100,100,200,50,100
170,206,132,262,132,537,131,200,100,200,150,100
171,206,132,262,132,538,131,200,100,200,150,100
172,206,131,262,132,537,131,200,100,200,150,100
173,206,131,262,132,538,131,200,100,200,150,100
174,206,130,262,132,538,131,200,100,200,150,100
175,206,130,262,132,538,130,200,100,200,150,100
176,206,130,262,132,538,131,200,100,200,150,100
177,206,131,262,132,538,131,200,100,200,150,100
178,206,130,262,132,538,130,200,100,200,150,100
179,206,131,262,132,537,131,200,100,200,150,100
180,206,131,262,132,538,131,200,100,200,150,100
181,205,131,262,132,538,131,200,100,200,150,100
182,206,131,262,132,537,131,200,100,200,150,100
183,206,131,262,132,538,131,200,100,200,150,100
184,206,130,262,132,538,131,200,100,200,150,100
185,206,130,262,132,537,131,200,100,200,150,100
186,206,130,262,132,537,130,200,100,200,150,100
187,206,131,262,132,537,131,200,100,200,150,100
188,206,131,262,132,537,131,200,100,200,150,100
189,206,131,262,132,537,130,200,100,200,150,100
190,206,130,262,132,538,130,200,100,200,150,100
191,206,130,262,132,538,130,200,100,200,150,100
192,206,130,262,132,515,131,200,100,200,150,100
193,206,130,262,132,515,131,200,100,200,150,100
194,206,131,262,132,515,132,200,100,200,150,100
195,206,131,262,132,515,132,200,100,200,150,100
196,207,130,262,132,515,132,200,100,200,150,100
197,207,130,262,132,515,132,200,100,200,150,100
198,206,130,262,132,538,130,200,100,200,150,100
199,206,130,262,132,515,132,200,100,200,150,100
200,206,131,262,132,515,132,200,100,200,150,100
201,206,131,262,132,515,132,200,100,200,150,100
202,206,131,262,132,538,130,200,100,200,150,100
203,206,131,262,132,538,130,200,100,200,150,100
204,206,130,262,132,538,130,200,100,200,150,100
205,206,130,262,132,538,131,200,100,200,150,100
206,206,131,262,132,538,131,200,100,200,150,100
207,206,130,262,132,538,131,200,100,200,150,100
208,206,130,262,132,685,131,200,100,200,150,100
209,206,130,262,132,684,131,200,100,200,150,100
210,206,130,262,132,685,131,200,100,200,150,100
211,206,130,262,132,685,131,200,100,200,150,100
212,206,130,262,132,685,131,200,100,200,150,100
213,206,130,262,132,685,131,200,100,200,150,100
214,206,130,262,132,685,131,200,100,200,150,100
215,206,130,262,132,685,131,200,100,200,150,100
216,206,130,262,132,685,131,200,100,200,150,100
217,206,130,262,132,685,131,200,100,200,150,100
218,206,130,262,132,686,131,200,100,200,150,100
219,206,130,262,132,685,130,200,100,200,150,100
220,206,130,262,132,686,130,200,100,200,150,100
221,206,130,262,132,686,130,200,100,200,150,100
222,207,130,262,132,539,131,200,100,200,150,100
223,207,130,262,132,539,130,200,100,200,150,100
224,207,131,262,132,538,131,200,100,200,150,100
225,206,130,262,132,539,131,200,100,200,150,100
226,206,131,262,132,539,131,200,100,200,150,100
227,206,130,262,132,539,131,200,100,200,150,100
228,207,130,262,132,539,131,200,100,200,150,100
229,207,130,262,132,539,130,200,100,200,150,100
230,207,130,262,132,515,132,200,100,200,150,100
231,207,130,262,132,539,130,200,100,200,150,100
232,206,130,262,132,539,130,200,100,200,150,100
233,207,130,262,132,515,133,200,100,200,150,100
234,206,131,262,132,516,132,200,100,200,150,100
235,206,130,262,132,538,130,200,100,200,150,100
236,206,130,262,132,539,130,200,100,200,150,100
237,206,130,262,132,539,130,200,100,200,150,100
238,206,130,262,132,539,130,200,100,200,150,100
239,207,130,262,132,539,130,200,100,200,150,100
240,207,131,262,132,539,131,200,100,200,150,100
241,207,131,262,132,514,132,200,100,200,150,100
242,207,131,262,132,538,130,200,100,200,150,100
243,206,131,262,132,539,131,200,100,200,150,100
244,207,131,262,132,538,130,200,100,200,150,100
245,207,131,262,132,538,130,200,100,200,150,100
246,207,131,262,132,538,130,200,100,200,150,100
247,207,131,262,132,538,130,200,100,200,150,100
248,207,131,262,132,538,129,200,100,200,150,100
249,207,131,262,132,538,129,200,100,200,150,100
250,206,131,262,132,538,130,200,100,200,150,100
251,206,131,262,132,538,130,200,100,200,150,100
252,206,131,262,132,514,136,200,100,200,150,100
253,206,131,262,132,514,137,200,100,200,150,100
254,206,131,262,132,514,134,200,100,200,150,100
255,206,131,262,132,513,134,200,100,200,150,100
256,206,131,262,132,538,131,200,100,200,150,100
257,206,131,262,132,513,133,200,100,200,150,100
258,206,131,262,132,538,130,200,100,200,150,100
259,206,131,262,132,538,130,100,100,200,50,100
260,206,131,262,132,514,135,100,100,200,50,100
261,206,131,262,132,514,135,100,100,200,50,100
262,206,131,262,132,515,135,100,100,200,50,100
263,206,131,262,132,514,136,100,100,200,50,100
264,206,131,262,132,513,136,100,100,200,50,100
265,206,131,262,132,513,136,100,100,200,50,100
266,206,131,262,132,513,136,200,100,200,150,100
267,206,131,262,132,513,136,200,100,200,150,100
268,206,131,262,132,513,134,200,100,200,150,100
269,206,131,262,132,513,135,200,100,200,150,100
270,183,133,262,132,539,130,200,100,200,150,100
271,183,133,262,132,539,130,200,100,200,150,100
272,207,131,262,132,539,130,200,100,200,150,100
273,207,131,262,132,539,130,200,100,200,150,100
274,208,130,262,132,539,130,200,100,200,150,100
275,207,130,262,132,539,130,200,100,200,150,100
276,207,131,262,132,539,130,200,100,200,150,100
277,207,131,262,132,539,130,200,100,200,150,100
278,206,131,262,132,538,130,200,100,200,150,100
279,206,131,262,132,538,130,200,100,200,150,100
280,207,131,262,132,565,137,200,100,200,150,100
281,207,131,262,132,565,136,200,100,200,150,100
282,207,132,262,132,566,135,200,100,200,150,100
283,207,132,262,132,566,135,200,100,200,150,100
284,206,131,262,132,539,130,200,100,200,150,100
285,206,131,262,132,539,130,200,100,200,150,100
286,206,131,262,132,539,130,100,100,200,50,100
287,207,132,262,132,566,136,200,100,200,150,100
288,207,132,262,132,539,130,200,100,200,150,100
289,206,132,262,132,539,130,200,100,200,150,100
290,207,132,262,132,538,130,200,100,200,150,100
291,207,133,262,132,538,130,200,100,200,150,100
292,206,132,262,132,515,134,200,100,200,150,100
293,206,132,262,132,515,134,200,100,200,150,100
294,206,160,262,132,539,131,200,100,200,150,100
295,206,161,262,132,539,131,200,100,200,150,100
296,207,133,262,132,514,134,200,100,200,150,100
297,207,132,262,132,514,135,200,100,200,150,100
298,207,134,262,132,514,132,200,100,200,150,100
299,185,132,262,132,514,131,200,100,200,150,100
300,207,134,262,132,514,130,200,100,200,150,100
301,208,134,262,132,514,131,200,100,200,150,100
302,207,134,262,132,515,133,200,100,200,150,100
303,207,134,262,132,539,130,200,100,200,150,100
304,44,164,262,132,513,132,200,100,200,150,100
305,44,164,262,132,514,132,200,100,200,150,100
306,44,163,262,132,513,133,200,100,200,150,100
307,44,163,262,132,513,133,200,100,200,150,100
308,44,164,262,132,513,130,200,100,200,150,100
309,44,164,262,132,513,130,200,100,200,150,100
310,45,164,262,132,514,131,200,100,200,150,100
311,45,164,262,132,514,131,200,100,200,150,100
312,45,164,262,132,540,130,200,100,200,150,100
313,45,164,262,132,540,130,200,100,200,150,100
314,44,164,262,132,514,131,200,100,200,150,100
315,45,164,262,132,514,131,200,100,200,150,100
316,44,163,262,132,513,132,200,100,200,150,100
317,44,163,262,132,513,133,200,100,200,150,100
318,43,163,262,132,539,130,200,100,200,150,100
319,43,163,262,132,539,130,200,100,200,150,100
320,182,134,262,132,539,130,200,100,200,150,100
321,182,135,262,132,539,129,200,100,200,150,100
322,182,135,262,132,513,133,100,100,200,50,100
323,182,135,262,132,513,134,100,100,200,50,100
324,182,135,262,132,513,130,100,100,200,50,100
325,182,135,262,132,513,130,100,100,200,50,100
326,180,132,262,132,514,130,200,100,200,150,100
327,180,133,262,132,513,130,200,100,200,150,100
328,180,130,262,132,540,130,200,100,200,150,100
329,180,131,262,132,540,130,200,100,200,150,100
330,182,136,262,132,513,131,200,100,200,150,100
331,182,135,262,132,513,130,200,100,200,150,100
332,182,131,262,132,513,130,200,100,200,150,100
333,181,130,262,132,513,130,200,100,200,150,100
334,181,130,262,132,513,130,100,100,200,50,100
335,181,130,262,132,512,130,100,100,200,50,100
336,181,130,262,132,513,130,100,100,200,50,100
337,181,130,262,132,513,130,100,100,200,50,100
338,181,130,262,132,513,131,100,100,200,50,100
339,181,130,262,132,513,131,100,100,200,50,100
340,181,130,262,132,513,132,100,100,200,50,100
341,125,131,262,132,512,131,200,100,200,150,100
342,125,131,262,132,513,132,100,100,200,50,100
343,127,131,262,132,513,132,200,100,200,150,100
344,127,131,262,132,513,134,200,100,200,150,100
345,126,131,262,132,513,134,200,100,200,150,100
346,126,132,262,132,514,132,200,100,200,150,100
347,126,132,262,132,514,133,200,100,200,150,100
348,126,132,263,129,514,133,200,200,200,200,200
349,126,132,263,129,514,133,200,100,200,150,100
350,127,160,263,129,514,132,200,100,200,150,100
351,127,160,263,129,514,132,200,100,200,150,100
352,127,160,262,128,514,130,100,200,200,100,200
353,127,160,262,129,513,132,100,200,200,100,200
354,128,170,262,129,514,130,200,100,200,150,100
355,128,170,262,129,514,131,100,100,200,50,100
356,127,173,262,129,514,130,200,100,200,150,100
357,127,172,262,129,514,129,200,100,200,150,100
358,129,178,262,129,514,131,200,100,200,150,100
359,128,178,262,129,514,130,200,100,200,150,100
360,127,173,262,129,514,130,200,100,200,150,100
361,127,173,262,129,513,130,200,100,200,150,100
362,128,171,262,129,514,131,200,100,200,150,100
363,128,171,262,129,514,131,200,100,200,150,100
364,126,172,262,129,514,130,200,100,200,150,100
365,127,172,262,129,514,130,200,100,200,150,100
366,127,169,262,129,513,130,200,100,200,150,100
367,127,170,262,129,513,130,200,100,200,150,100
368,128,173,262,129,513,130,200,100,200,150,100
369,128,173,262,129,513,130,200,100,200,150,100
370,128,173,262,129,513,130,200,100,200,150,100
371,128,174,262,129,514,130,200,100,200,150,100
372,127,174,262,129,514,130,200,100,200,150,100
373,127,174,262,129,514,129,200,100,200,150,100
374,127,173,262,129,514,130,200,100,200,150,100
375,127,174,262,129,514,131,200,100,200,150,100
376,127,174,262,129,513,131,100,100,200,50,100
377,127,174,262,129,513,130,100,100,200,50,100
378,125,131,262,129,513,130,200,100,200,150,100
379,126,131,262,129,513,130,200,100,200,150,100
380,97,163,262,129,513,131,200,100,200,150,100
381,97,163,262,129,513,131,200,100,200,150,100
382,97,163,262,129,513,132,200,100,200,150,100
383,126,170,262,129,513,132,200,100,200,150,100
384,96,164,262,129,514,135,200,100,200,150,100
385,125,170,262,129,514,134,200,100,200,150,100
386,125,170,262,129,514,135,100,100,200,50,100
387,125,170,262,129,514,134,100,100,200,50,100
388,97,164,262,129,513,134,200,100,200,150,100
389,97,164,262,129,514,134,200,100,200,150,100
390,96,165,262,129,513,135,200,100,200,150,100
391,96,164,262,129,513,135,200,100,200,150,100
392,96,163,262,129,514,132,200,100,200,150,100
393,96,163,262,129,514,133,200,100,200,150,100
394,96,163,262,129,514,132,100,100,200,50,100
395,96,163,262,129,513,132,100,100,200,50,100
396,96,163,262,129,513,135,100,100,200,50,100
397,96,163,262,129,514,134,100,100,200,50,100
398,96,163,262,129,513,133,100,100,200,50,100
399,96,163,262,129,513,134,100,100,200,50,100
400,95,166,262,129,514,131,200,100,200,150,100
401,95,166,262,129,513,131,200,100,200,150,100
402,96,164,263,129,513,131,200,200,200,200,200
403,95,164,263,129,513,131,200,200,200,200,200
404,96,163,263,129,513,130,200,100,200,150,100
405,96,164,263,129,513,130,200,100,200,150,100
406,124,132,263,129,685,131,200,100,200,150,100
407,97,163,263,129,685,130,200,100,200,150,100
408,96,163,263,129,685,131,200,100,200,150,100
409,96,164,263,129,685,131,200,100,200,150,100
410,96,164,263,129,686,131,100,100,200,50,100
411,96,164,263,129,686,131,100,100,200,50,100
412,95,167,263,129,687,131,200,100,200,150,100
413,95,168,263,129,687,131,200,100,200,150,100
414,96,162,263,129,686,133,200,100,200,150,100
415,96,162,263,129,686,133,200,100,200,150,100
416,95,163,263,129,686,132,200,100,200,150,100
417,95,163,263,129,686,132,200,100,200,150,100
418,95,163,263,129,514,130,100,100,200,50,100
419,75,178,263,129,513,130,200,100,200,150,100
420,75,178,263,129,686,131,200,100,200,150,100
421,76,178,263,129,686,131,200,100,200,150,100
422,76,179,263,129,685,132,200,100,200,150,100
423,94,163,263,129,685,132,200,100,200,150,100
424,75,182,263,129,685,134,200,100,200,150,100
425,76,182,263,129,685,134,200,100,200,150,100
426,75,185,263,129,685,132,200,100,200,150,100
427,74,185,263,129,685,132,200,100,200,150,100
428,75,186,263,129,686,132,200,100,200,150,100
429,75,184,263,129,686,131,200,100,200,150,100
430,75,182,263,129,686,133,200,100,200,150,100
431,75,182,263,129,685,133,200,100,200,150,100
432,74,173,263,129,685,133,200,100,200,150,100
433,74,174,263,129,685,133,200,100,200,150,100
434,74,171,263,129,671,142,200,100,200,150,100
435,74,170,263,129,670,141,200,100,200,150,100
436,74,174,263,129,685,131,200,100,200,150,100
437,74,174,263,129,685,131,200,100,200,150,100
438,74,176,263,129,671,136,200,100,200,150,100
439,74,176,263,129,671,137,200,100,200,150,100
440,75,171,263,129,669,138,200,100,200,150,100
441,75,171,263,129,669,138,200,100,200,150,100
442,75,170,263,129,670,136,200,100,200,150,100
443,75,170,263,129,670,136,200,100,200,150,100
444,75,169,263,129,670,139,200,100,200,150,100
445,75,170,263,129,670,139,200,100,200,150,100
446,76,170,263,129,670,138,200,100,200,150,100
447,76,171,263,129,670,139,200,100,200,150,100
448,75,173,263,129,671,140,200,100,200,150,100
449,76,174,263,129,670,140,200,100,200,150,100
450,75,175,263,129,684,133,200,100,200,150,100
451,75,176,263,129,684,133,200,100,200,150,100
452,74,133,263,129,684,134,200,100,200,150,100
453,74,133,263,129,684,135,200,100,200,150,100
454,74,174,263,129,670,142,200,100,200,150,100
455,74,174,263,129,670,142,200,100,200,150,100
456,74,174,263,129,669,145,200,100,200,150,100
457,74,174,263,129,669,145,200,100,200,150,100
458,73,176,263,129,670,143,200,100,200,150,100
459,73,177,263,129,670,143,200,100,200,150,100
460,73,178,263,129,671,140,200,100,200,150,100
461,74,180,263,129,670,141,200,100,200,150,100
462,209,129,263,129,669,142,200,100,200,150,100
463,209,129,263,129,669,143,200,100,200,150,100
464,73,140,263,129,669,143,200,100,200,150,100
465,74,139,263,129,669,143,200,100,200,150,100
466,74,141,263,129,669,141,200,100,200,150,100
467,74,142,263,129,669,141,200,100,200,150,100
468,72,181,263,129,669,145,200,100,200,150,100
469,72,181,263,129,669,147,200,100,200,150,100
470,73,177,263,129,668,143,200,100,200,150,100
471,73,178,263,129,668,144,200,100,200,150,100
472,74,178,263,129,669,142,200,100,200,150,100
473,74,178,263,129,669,142,200,100,200,150,100
474,73,176,263,129,670,143,200,100,200,150,100
475,73,178,263,129,670,144,200,100,200,150,100
476,74,180,263,129,671,143,200,100,200,150,100
477,74,180,263,129,670,143,200,100,200,150,100
478,75,181,263,129,670,142,200,100,200,150,100
479,75,181,263,129,670,142,200,100,200,150,100
480,72,184,263,129,671,143,200,100,200,150,100
481,73,185,263,129,671,143,200,100,200,150,100
482,73,181,263,129,669,139,200,100,200,150,100
483,73,181,263,129,669,140,200,100,200,150,100
484,71,132,263,129,668,138,200,100,200,150,100
485,71,132,263,129,668,138,200,100,200,150,100
486,71,132,263,129,654,130,100,100,200,50,100
487,71,132,263,129,654,130,100,100,200,50,100
488,71,132,263,129,653,129,100,100,200,50,100
489,71,132,263,129,653,129,100,100,200,50,100
490,71,132,458,129,653,130,100,200,200,100,200
491,71,132,458,128,653,130,100,200,200,100,200
492,71,132,460,129,653,128,100,200,200,100,200
493,71,132,460,129,653,128,100,200,200,100,200
494,71,132,459,128,653,129,100,200,200,100,200
495,71,132,459,129,653,130,100,200,200,100,200
496,71,132,458,129,653,131,100,200,200,100,200
497,71,132,458,129,653,132,100,200,200,100,200
498,42,170,458,129,652,131,200,200,200,200,200
499,42,169,458,129,652,130,200,200,200,200,200
500,42,169,458,129,652,131,100,200,200,100,200
501,42,169,458,129,652,131,100,200,200,100,200
502,42,169,458,128,652,130,100,200,200,100,200
503,42,169,458,128,652,130,100,200,200,100,200
504,42,169,459,129,652,130,100,200,200,100,200
505,42,169,458,129,652,130,100,200,200,100,200
506,43,184,457,129,652,130,200,200,200,200,200
507,43,183,458,129,652,131,200,200,200,200,200
508,42,174,458,130,652,132,200,200,200,200,200
509,42,174,458,131,652,131,200,200,200,200,200
510,42,175,458,131,651,131,200,200,200,200,200
511,42,176,458,132,651,131,200,200,200,200,200
512,42,176,457,133,651,131,100,200,200,100,200
513,42,176,457,133,651,131,100,200,200,100,200
514,42,176,457,133,651,131,100,200,200,100,200
515,42,176,457,133,651,131,100,200,200,100,200
516,41,173,457,134,650,130,200,200,200,200,200
517,41,173,457,135,650,130,100,200,200,100,200
518,42,175,458,132,650,130,200,200,200,200,200
519,42,176,458,132,650,130,200,200,200,200,200
520,42,170,458,132,650,131,200,200,200,200,200
521,42,170,458,133,650,131,200,200,200,200,200
522,42,170,457,131,650,131,200,200,200,200,200
523,42,171,457,132,650,131,200,200,200,200,200
524,41,175,458,134,650,133,200,200,200,200,200
525,41,175,458,134,650,133,200,200,200,200,200
526,41,175,457,137,650,133,100,200,200,100,200
527,41,175,457,137,650,133,100,200,200,100,200
528,41,175,455,131,650,132,100,200,200,100,200
529,41,175,455,131,650,132,100,200,200,100,200
530,41,175,456,134,650,131,100,200,200,100,200
531,41,175,456,133,650,131,100,200,200,100,200
532,41,175,456,132,650,132,100,200,200,100,200
533,41,175,456,132,651,132,100,200,200,100,200
534,43,169,456,133,650,130,200,200,200,200,200
535,43,170,456,134,650,130,200,200,200,200,200
536,43,170,456,134,650,130,100,200,200,100,200
537,43,168,456,134,650,130,200,200,200,200,200
538,43,173,456,131,626,133,200,200,200,200,200
539,43,174,456,131,626,134,200,200,200,200,200
540,41,171,456,132,626,133,200,200,200,200,200
541,42,171,457,130,626,133,200,200,200,200,200
542,42,172,457,130,626,133,200,200,200,200,200
543,42,171,457,129,626,133,200,200,200,200,200
544,42,171,456,130,650,133,200,200,200,200,200
545,42,171,456,129,627,132,200,200,200,200,200
546,43,165,456,130,627,131,200,200,200,200,200
547,43,165,456,130,628,131,200,200,200,200,200
548,43,165,456,130,650,134,100,200,200,100,200
549,43,165,456,131,650,134,100,200,200,100,200
550,43,165,456,132,650,134,100,200,200,100,200
551,43,165,456,132,650,135,100,200,200,100,200
552,43,165,456,130,628,131,100,200,200,100,200
553,43,165,456,130,628,131,100,200,200,100,200
554,43,165,456,129,627,135,100,200,200,100,200
555,43,165,456,130,627,135,100,200,200,100,200
556,43,165,456,130,627,133,100,200,200,100,200
557,43,165,456,130,627,133,100,200,200,100,200
558,43,165,456,131,627,131,100,200,200,100,200
559,43,165,456,131,627,131,100,200,200,100,200
560,43,165,456,132,628,132,100,200,200,100,200
561,43,165,456,132,627,133,100,200,200,100,200
562,43,165,456,130,627,132,100,200,200,100,200
563,43,165,456,130,627,133,100,200,200,100,200
564,43,165,456,131,627,132,100,200,200,100,200
565,43,165,456,131,627,132,100,200,200,100,200
566,43,165,457,131,627,132,100,200,200,100,200
567,43,165,457,131,626,132,100,200,200,100,200
568,43,165,456,131,627,132,100,200,200,100,200
569,43,165,457,131,626,131,100,200,200,100,200
570,43,165,457,130,626,131,100,200,200,100,200
571,43,165,456,130,627,133,100,200,200,100,200
572,43,165,456,130,627,131,100,200,200,100,200
573,43,165,456,130,628,131,100,200,200,100,200
574,43,165,456,130,628,131,100,200,200,100,200
575,43,165,455,130,627,131,100,200,200,100,200
576,43,165,456,130,627,134,100,200,200,100,200
577,43,165,457,131,627,134,100,200,200,100,200
