Frame,p1xaxis,p1yaxis,p2xaxis,p2yaxis,p3xaxis,p3yaxis,tree1,tree2,tree3,AB,BC
578,43,165,456,131,628,134,100,200,200,100,200
579,43,165,456,131,628,134,100,200,200,100,200
580,43,165,456,130,627,131,100,200,200,100,200
581,43,165,456,130,627,131,100,200,200,100,200
582,153,130,456,130,628,132,200,200,200,200,200
583,153,130,456,130,627,132,200,200,200,200,200
584,153,130,456,129,626,131,100,200,200,100,200
585,153,130,456,130,627,131,100,200,200,100,200
586,153,130,456,130,626,131,100,200,200,100,200
587,153,130,456,130,626,130,100,200,200,100,200
588,153,130,456,130,626,131,100,200,200,100,200
589,153,130,456,130,626,132,100,200,200,100,200
590,153,130,456,131,628,134,100,200,200,100,200
591,153,130,456,131,628,134,100,200,200,100,200
592,153,130,456,132,629,136,100,200,200,100,200
593,153,130,456,133,628,136,100,200,200,100,200
594,153,130,457,134,651,131,100,200,200,100,200
595,153,130,457,134,651,131,100,200,200,100,200
596,153,130,458,131,651,131,100,200,200,100,200
597,153,130,458,130,651,131,100,200,200,100,200
598,153,130,458,135,651,132,100,200,200,100,200
599,153,130,458,135,651,132,100,200,200,100,200
600,153,130,458,133,652,132,100,200,200,100,200
601,153,130,459,134,651,131,100,200,200,100,200
602,153,130,458,135,651,131,100,200,200,100,200
603,153,130,458,135,652,131,100,200,200,100,200
604,153,130,459,132,651,131,100,200,200,100,200
605,153,130,459,132,651,131,100,200,200,100,200
606,153,130,458,136,652,132,100,200,200,100,200
607,153,130,459,136,652,132,100,200,200,100,200
608,153,130,459,133,651,132,100,200,200,100,200
609,153,130,459,134,651,132,100,200,200,100,200
610,153,130,459,129,652,132,100,200,200,100,200
611,153,130,459,130,652,132,100,200,200,100,200
612,153,130,459,130,652,132,100,200,200,100,200
613,153,130,459,130,652,132,100,200,200,100,200
614,153,130,460,132,652,131,100,200,200,100,200
615,153,130,459,131,652,131,100,200,200,100,200
616,153,130,460,130,652,132,100,200,200,100,200
617,153,130,460,130,652,131,100,200,200,100,200
618,153,130,460,130,652,131,100,200,200,100,200
619,153,130,460,130,652,132,100,200,200,100,200
620,153,130,460,130,651,132,100,200,200,100,200
621,153,130,460,130,652,131,100,200,200,100,200
622,153,130,459,129,653,131,200,200,200,200,200
623,154,130,459,130,653,132,200,200,200,200,200
624,154,130,459,129,653,131,100,200,200,100,200
625,154,130,459,130,652,131,100,200,200,100,200
626,154,130,460,131,652,131,100,200,100,100,150
627,154,130,460,131,652,131,100,200,100,100,150
628,154,130,459,131,653,132,100,200,200,100,200
629,154,130,459,131,654,132,100,200,200,100,200
630,154,130,458,131,653,133,100,200,200,100,200
631,154,130,459,131,653,132,100,200,200,100,200
632,154,130,459,131,654,132,100,200,200,100,200
633,154,130,459,131,654,132,100,200,200,100,200
634,154,130,459,129,654,132,100,200,100,100,150
635,154,130,459,129,654,132,100,200,100,100,150
636,154,130,459,131,653,132,100,200,200,100,200
637,154,131,459,131,653,132,200,200,200,200,200
638,154,130,460,131,653,133,200,200,200,200,200
639,153,130,460,132,653,133,200,200,200,200,200
640,153,130,460,130,653,133,200,200,100,150,50
641,153,130,460,130,653,133,200,200,100,150,50
642,41,166,460,130,653,133,200,200,100,100,150
643,41,167,460,129,653,133,200,200,100,100,150
644,41,169,460,130,653,133,200,200,100,100,150
645,41,169,460,130,653,133,200,200,100,100,150
646,41,170,460,130,653,133,200,200,100,150,50
647,41,170,460,130,653,133,200,200,100,100,150
648,154,131,460,130,653,133,200,200,100,150,50
649,154,131,460,130,653,133,200,200,100,150,50
650,41,168,460,130,653,133,200,200,100,150,50
651,41,168,460,130,653,133,200,200,100,150,50
652,42,167,460,131,653,133,200,200,100,150,50
653,155,131,460,131,653,133,200,200,100,150,50
654,208,129,460,130,653,133,200,200,100,150,50
655,208,129,460,130,653,133,200,200,100,150,50
656,208,128,460,131,671,163,200,200,200,200,200
657,208,129,460,130,671,163,200,200,200,200,200
658,208,129,460,131,671,163,200,200,100,150,50
659,208,129,460,131,671,163,200,200,100,150,50
660,155,130,461,131,671,163,200,200,100,150,50
661,155,131,460,131,671,163,200,200,100,150,50
662,208,129,460,130,671,163,200,200,100,150,50
663,207,129,460,130,671,163,200,200,100,150,50
664,208,130,460,130,670,162,200,200,200,200,200
665,209,130,461,130,670,162,200,200,200,200,200
666,208,129,461,130,671,136,200,200,200,200,200
667,208,129,461,130,670,136,200,200,200,200,200
668,209,129,460,132,669,163,200,200,200,200,200
669,208,129,460,131,669,163,200,200,200,200,200
670,208,129,461,131,669,162,200,200,200,200,200
671,208,129,460,132,669,162,200,200,200,200,200
672,155,130,461,133,669,162,200,200,100,150,50
673,155,130,461,133,669,162,200,200,100,150,50
674,155,130,461,133,671,163,200,200,200,200,200
675,155,130,461,133,671,163,200,200,200,200,200
676,155,130,461,133,671,163,200,200,200,200,200
677,155,130,461,134,670,163,200,200,200,200,200
678,155,130,461,133,670,164,200,200,200,200,200
679,155,131,461,133,670,164,200,200,200,200,200
680,155,130,461,133,670,163,200,200,200,200,200
681,155,130,461,133,670,163,200,200,200,200,200
682,155,130,461,133,672,162,200,100,200,150,100
683,208,129,461,133,672,162,200,100,200,150,100
684,154,129,462,135,684,161,200,200,200,200,200
685,155,129,462,135,684,161,200,200,100,150,50
686,208,129,462,135,672,163,200,100,200,150,100
687,208,129,462,135,684,162,200,100,200,150,100
688,155,130,462,135,484,129,200,100,200,150,100
689,155,130,462,135,484,129,200,100,200,150,100
690,208,129,462,135,670,163,200,100,200,150,100
691,209,129,462,135,670,163,200,100,200,150,100
692,209,130,462,135,685,162,200,100,200,150,100
693,209,130,462,135,685,162,200,100,200,150,100
694,209,129,462,135,685,162,200,100,200,150,100
695,209,129,462,135,684,162,200,100,200,150,100
696,209,129,462,135,686,161,200,100,200,150,100
697,209,129,462,135,686,161,200,100,200,150,100
698,156,129,462,135,686,163,200,100,200,150,100
699,156,129,462,135,686,163,200,100,200,150,100
700,209,129,462,135,484,130,200,100,200,150,100
701,209,129,462,135,484,130,200,100,200,150,100
702,209,130,462,135,484,129,200,100,200,150,100
703,209,130,462,135,484,129,200,100,200,150,100
704,209,130,462,135,686,162,200,100,200,150,100
705,209,130,462,135,686,162,200,100,200,150,100
706,156,131,462,135,484,130,200,100,200,150,100
707,156,131,462,135,484,130,200,100,200,150,100
708,156,131,462,135,686,162,200,100,200,150,100
709,156,131,462,135,686,162,200,100,200,150,100
710,155,132,462,135,485,130,200,100,200,150,100
711,155,132,462,135,485,130,200,100,200,150,100
712,208,130,462,135,684,130,200,100,200,150,100
713,208,130,462,135,684,130,200,100,200,150,100
714,210,131,462,135,685,161,200,100,200,150,100
715,210,131,462,135,685,161,200,100,200,150,100
716,208,130,462,135,486,130,200,100,200,150,100
717,209,131,462,135,485,130,200,100,200,150,100
718,209,130,462,135,487,131,200,100,200,150,100
719,209,130,462,135,487,131,200,100,200,150,100
720,208,131,462,135,686,130,200,100,200,150,100
721,209,130,462,135,686,131,200,100,200,150,100
722,208,131,462,135,486,130,200,100,200,150,100
723,208,131,462,135,486,130,200,100,200,150,100
724,208,130,462,135,511,136,200,100,200,150,100
725,208,130,462,135,511,136,200,100,200,150,100
726,208,131,462,135,511,139,200,100,200,150,100
727,208,131,462,135,511,139,200,100,200,150,100
728,209,130,462,135,513,137,200,100,200,150,100
729,208,130,462,135,513,137,200,100,200,150,100
730,209,131,462,135,514,137,200,100,200,150,100
731,209,130,462,135,514,137,200,100,200,150,100
732,209,130,462,135,516,135,200,100,200,150,100
733,209,130,462,135,516,135,200,100,200,150,100
734,209,131,462,135,515,136,200,100,200,150,100
735,209,131,462,135,515,136,200,100,200,150,100
736,209,131,462,135,515,135,200,100,200,150,100
737,209,131,462,135,515,136,200,100,200,150,100
738,210,130,462,135,516,138,200,100,200,150,100
739,210,130,462,135,516,139,200,100,200,150,100
740,210,131,462,135,516,139,200,100,200,150,100
741,210,131,462,135,517,138,200,100,200,150,100
742,210,130,462,135,516,138,200,100,200,150,100
743,210,130,462,135,516,137,200,100,200,150,100
744,209,132,462,135,516,136,200,100,200,150,100
745,209,131,462,135,516,137,200,100,200,150,100
746,210,130,462,135,516,139,200,100,200,150,100
747,210,130,462,135,516,139,200,100,200,150,100
748,210,130,462,135,516,142,200,100,200,150,100
749,210,131,462,135,516,142,200,100,200,150,100
750,209,131,462,135,516,137,200,100,200,150,100
751,209,131,462,135,516,138,200,100,200,150,100
752,210,131,462,135,517,135,200,100,200,150,100
753,210,131,462,135,517,137,200,100,200,150,100
754,210,131,462,135,518,136,200,100,200,150,100
755,210,131,462,135,518,136,200,100,200,150,100
756,210,130,462,135,517,136,200,100,200,150,100
757,210,131,462,135,517,137,200,100,200,150,100
758,209,131,462,135,517,137,200,100,200,150,100
759,209,131,462,135,517,136,200,100,200,150,100
760,209,131,462,135,518,137,200,100,200,150,100
761,209,131,462,135,518,137,200,100,200,150,100
762,210,131,462,135,518,139,200,100,200,150,100
763,210,131,462,135,518,139,200,100,200,150,100
764,211,131,462,135,517,139,200,100,200,150,100
765,211,131,462,135,518,139,200,100,200,150,100
766,210,131,462,135,517,137,200,100,200,150,100
767,210,131,462,135,517,137,200,100,200,150,100
768,211,131,462,135,517,137,200,100,200,150,100
769,211,131,462,135,517,136,200,100,200,150,100
770,211,131,462,135,517,137,200,100,200,150,100
771,211,131,462,135,517,137,200,100,200,150,100
772,210,131,462,135,517,137,200,100,200,150,100
773,210,131,462,135,518,137,200,100,200,150,100
774,210,130,462,135,518,136,200,100,200,150,100
775,210,130,462,135,517,136,200,100,200,150,100
776,210,130,462,135,540,130,200,100,200,150,100
777,210,130,462,135,540,131,200,100,200,150,100
778,210,131,462,135,539,130,200,100,200,150,100
779,210,131,462,135,539,130,200,100,200,150,100
780,210,131,462,135,539,130,200,100,200,150,100
781,210,131,462,135,539,130,200,100,200,150,100
782,209,131,462,135,539,131,200,100,200,150,100
783,210,131,462,135,539,130,200,100,200,150,100
784,210,130,462,135,539,131,200,100,200,150,100
785,210,130,462,135,539,130,200,100,200,150,100
786,210,130,462,135,540,130,200,100,200,150,100
787,210,130,462,135,540,131,200,100,200,150,100
788,210,130,462,135,541,131,200,100,200,150,100
789,210,130,462,135,541,131,200,100,200,150,100
790,210,129,462,135,541,131,200,100,200,150,100
791,211,130,462,135,540,131,200,100,200,150,100
792,210,130,462,135,540,131,200,100,200,150,100
793,211,130,462,135,540,131,200,100,200,150,100
794,211,130,462,135,540,131,200,100,200,150,100
795,210,130,462,135,540,131,200,100,200,150,100
796,210,131,462,135,567,139,200,100,200,150,100
797,210,131,462,135,567,140,200,100,200,150,100
798,210,130,462,135,567,139,200,100,200,150,100
799,210,130,462,135,566,139,200,100,200,150,100
800,210,131,462,135,567,139,200,100,200,150,100
801,210,131,462,135,567,140,200,100,200,150,100
802,210,131,462,135,566,134,200,100,200,150,100
803,210,131,462,135,566,134,200,100,200,150,100
804,210,131,462,135,567,138,200,100,200,150,100
805,210,131,462,135,567,138,200,100,200,150,100
806,210,131,462,135,567,139,200,100,200,150,100
807,210,131,462,135,567,139,200,100,200,150,100
808,210,131,462,135,568,139,200,100,200,150,100
809,210,131,462,135,567,139,200,100,200,150,100
810,210,131,462,135,568,139,200,100,200,150,100
811,210,131,462,135,568,139,200,100,200,150,100
812,211,131,462,135,569,140,200,100,200,150,100
813,211,131,462,135,568,139,200,100,200,150,100
814,211,131,462,135,570,164,200,100,200,150,100
815,211,131,462,135,570,164,200,100,200,150,100
816,210,132,462,135,571,166,200,100,200,150,100
817,210,132,462,135,571,166,200,100,200,150,100
818,210,132,462,135,569,140,200,100,200,150,100
819,210,131,462,135,570,140,200,100,200,150,100
820,210,131,462,135,571,165,200,100,200,150,100
821,210,131,462,135,571,165,200,100,200,150,100
822,211,131,263,131,572,162,200,200,200,200,200
823,211,131,263,131,573,162,200,200,200,200,200
824,211,131,263,131,571,135,200,100,200,150,100
825,211,131,263,131,571,135,200,100,200,150,100
826,210,131,262,131,574,162,200,200,200,200,200
827,210,131,262,131,574,161,200,200,200,200,200
828,210,131,262,131,572,137,200,100,200,150,100
829,210,131,262,131,572,137,200,100,200,150,100
830,210,131,262,131,576,161,200,100,200,150,100
831,210,131,262,131,576,161,200,100,200,150,100
832,210,130,262,131,578,161,200,100,200,150,100
833,210,130,262,131,578,161,200,100,200,150,100
834,211,132,262,131,575,137,200,100,200,150,100
835,211,131,262,131,575,137,200,100,200,150,100
836,211,131,262,131,575,144,200,100,200,150,100
837,211,131,262,131,580,167,200,100,200,150,100
838,211,131,263,132,575,143,200,200,200,200,200
839,212,131,263,132,575,143,200,200,200,200,200
840,211,131,263,132,622,137,200,200,200,200,200
841,210,131,263,132,621,138,200,200,200,200,200
842,211,130,263,130,598,131,200,200,200,200,200
843,211,130,263,131,598,131,200,200,200,200,200
844,211,130,262,130,623,140,200,200,200,200,200
845,210,130,263,131,623,140,200,200,200,200,200
846,210,130,263,130,625,178,100,200,200,100,200
847,210,130,263,130,625,178,100,200,200,100,200
848,210,130,264,130,628,174,200,200,200,200,200
849,210,130,264,130,627,175,200,200,200,200,200
850,210,130,264,130,627,167,200,200,200,200,200
851,210,130,264,130,627,167,200,200,200,200,200
852,210,130,264,129,629,170,100,200,200,100,200
853,210,130,263,130,629,170,100,200,200,100,200
854,210,130,264,131,631,169,100,200,200,100,200
855,210,130,265,131,631,169,100,200,200,100,200
856,210,129,263,130,632,170,200,200,200,200,200
857,210,130,263,130,632,171,200,200,200,200,200
858,210,130,264,130,631,171,200,200,200,200,200
859,210,130,264,130,631,171,200,200,200,200,200
860,210,130,264,129,633,173,200,200,200,200,200
861,210,130,264,130,633,173,200,200,200,200,200
862,211,130,265,130,634,175,200,200,200,200,200
863,210,130,265,130,633,175,200,200,200,200,200
864,211,128,265,129,635,174,200,200,200,200,200
865,211,128,265,129,635,174,200,200,200,200,200
866,211,128,266,130,635,169,100,200,200,100,200
867,211,128,266,130,635,169,100,200,200,100,200
868,211,128,267,130,634,167,100,200,200,100,200
869,211,128,266,130,634,166,100,200,200,100,200
870,211,128,266,130,633,171,100,200,200,100,200
871,211,128,266,130,633,169,100,200,200,100,200
872,211,128,266,130,635,168,100,200,200,100,200
873,211,128,266,130,635,169,100,200,200,100,200
874,211,128,265,132,630,140,100,200,200,100,200
875,211,128,265,131,629,140,100,200,200,100,200
876,211,128,266,131,630,138,100,200,200,100,200
877,211,128,266,131,630,139,100,200,200,100,200
878,211,128,266,130,630,142,100,200,200,100,200
879,211,128,266,130,630,142,100,200,200,100,200
880,211,128,266,130,630,141,100,200,200,100,200
881,211,128,266,129,630,142,100,200,200,100,200
882,211,128,266,130,635,174,100,200,200,100,200
883,211,128,266,130,635,175,100,200,200,100,200
884,211,128,266,130,629,146,100,200,200,100,200
885,211,128,266,130,629,147,100,200,200,100,200
886,211,128,266,131,630,143,100,200,200,100,200
887,211,128,266,131,630,143,100,200,200,100,200
888,211,128,292,162,629,141,100,200,200,100,200
889,211,128,293,162,629,142,100,200,200,100,200
890,211,128,292,165,630,144,100,200,200,100,200
891,211,128,292,166,630,145,100,200,200,100,200
892,211,128,290,132,630,142,100,200,200,100,200
893,211,128,292,163,635,175,100,200,200,100,200
894,211,128,290,131,635,171,100,200,200,100,200
895,211,128,266,131,636,171,100,200,200,100,200
896,211,128,267,132,635,165,100,200,200,100,200
897,211,128,266,132,635,166,100,200,200,100,200
898,211,128,266,131,636,167,100,200,200,100,200
899,211,128,266,131,636,167,100,200,200,100,200
900,211,128,294,165,637,174,100,200,200,100,200
901,211,128,293,165,636,173,100,200,200,100,200
902,211,128,290,131,635,169,100,200,200,100,200
903,211,128,293,164,635,168,100,200,200,100,200
904,211,128,290,131,635,168,100,200,100,100,150
905,211,128,290,131,635,168,100,200,100,100,150
906,211,128,290,132,636,167,100,200,200,100,200
907,211,128,290,132,636,166,100,200,200,100,200
908,211,128,290,132,636,166,100,200,200,100,200
909,211,128,290,133,636,166,100,200,100,100,150
910,211,128,290,132,636,166,100,200,100,100,150
911,211,128,290,132,630,140,100,200,200,100,200
912,211,128,266,131,630,140,100,200,100,100,150
913,211,128,266,130,630,140,100,200,100,100,150
914,211,128,266,131,631,139,100,200,200,100,200
915,211,128,266,131,630,138,100,200,200,100,200
916,211,128,266,130,631,140,100,200,200,100,200
917,211,128,266,130,631,140,100,200,100,100,150
918,211,128,265,131,631,143,100,200,200,100,200
919,211,128,265,131,631,144,100,200,200,100,200
920,211,128,290,130,671,188,100,200,200,100,200
921,211,128,290,130,671,188,100,200,200,100,200
922,211,128,290,130,670,185,100,200,200,100,200
923,211,128,290,130,670,186,100,200,200,100,200
924,211,128,290,131,671,184,100,200,200,100,200
925,211,128,290,131,671,184,100,200,200,100,200
926,211,128,266,130,670,177,100,200,200,100,200
927,211,128,266,130,670,178,100,200,200,100,200
928,211,128,290,132,672,174,100,200,200,100,200
929,211,128,266,131,672,174,100,200,200,100,200
930,211,128,290,132,671,171,100,200,200,100,200
931,211,128,291,132,671,176,100,200,200,100,200
932,211,128,290,131,671,171,100,200,200,100,200
933,211,128,290,132,671,171,100,200,200,100,200
934,211,128,290,133,672,169,100,200,200,100,200
935,211,128,291,132,672,168,100,200,200,100,200
936,211,128,290,131,671,168,100,200,200,100,200
937,211,128,290,131,671,169,100,200,200,100,200
938,211,128,290,131,671,167,100,200,200,100,200
939,211,128,267,130,671,167,100,200,200,100,200
940,211,128,267,130,670,166,100,200,200,100,200
941,211,128,267,130,670,166,100,200,200,100,200
942,211,128,290,131,671,166,100,200,200,100,200
943,211,128,290,131,671,166,100,200,200,100,200
944,211,128,267,130,671,167,100,200,200,100,200
945,211,128,267,130,671,167,100,200,200,100,200
946,211,128,291,131,671,169,100,200,200,100,200
947,211,128,291,131,671,169,100,200,200,100,200
948,211,128,290,130,670,166,100,200,200,100,200
949,211,128,290,130,670,166,100,200,200,100,200
950,211,128,290,131,671,170,100,200,200,100,200
951,211,128,290,130,671,170,100,200,200,100,200
952,211,128,291,131,670,170,100,200,200,100,200
953,211,128,291,132,670,169,100,200,200,100,200
954,211,128,318,131,671,172,100,200,200,100,200
955,211,128,290,132,671,172,100,200,200,100,200
956,211,128,265,131,672,174,100,200,200,100,200
957,211,128,265,132,672,174,100,200,200,100,200
958,211,128,266,131,672,167,100,200,200,100,200
959,211,128,266,131,672,167,100,200,200,100,200
960,211,128,318,130,674,170,100,200,200,100,200
961,211,128,318,130,674,170,100,200,200,100,200
962,211,128,292,131,673,170,100,200,200,100,200
963,211,128,293,131,673,170,100,200,200,100,200
964,211,128,318,131,673,171,100,200,200,100,200
965,211,128,317,131,673,172,100,200,200,100,200
966,211,128,318,131,672,170,100,200,200,100,200
967,211,128,319,131,672,170,100,200,200,100,200
968,211,128,319,130,673,171,100,200,200,100,200
969,211,128,319,130,673,171,100,200,200,100,200
970,211,128,318,130,672,172,100,200,200,100,200
971,211,128,319,130,672,171,100,200,200,100,200
972,211,128,319,130,671,172,100,200,200,100,200
973,211,128,319,129,671,173,100,200,200,100,200
974,211,128,318,130,671,175,100,200,200,100,200
975,211,128,318,130,671,175,100,200,200,100,200
976,211,128,319,130,671,176,100,200,200,100,200
977,211,128,318,130,671,176,100,200,200,100,200
978,211,128,318,130,673,176,100,200,200,100,200
979,211,128,318,130,673,175,100,200,200,100,200
980,211,128,318,130,670,149,100,200,200,100,200
981,211,128,318,130,673,177,100,200,200,100,200
982,211,128,318,130,670,151,100,200,200,100,200
983,211,128,318,130,670,151,100,200,200,100,200
984,211,128,293,132,670,152,100,200,200,100,200
985,211,128,292,131,669,153,100,200,200,100,200
986,211,128,318,130,669,151,100,200,200,100,200
987,211,128,318,130,669,150,100,200,200,100,200
988,211,128,318,130,671,177,100,200,200,100,200
989,211,128,293,131,671,176,100,200,200,100,200
990,211,128,319,130,672,178,100,200,200,100,200
991,211,128,318,130,672,178,100,200,200,100,200
992,211,128,318,130,671,172,100,200,200,100,200
993,211,128,318,130,671,173,100,200,200,100,200
994,96,131,318,129,669,148,200,200,200,200,200
995,96,131,318,129,669,148,200,200,200,200,200
996,96,131,318,130,669,153,100,200,200,100,200
997,96,131,318,130,669,153,100,200,200,100,200
998,96,131,318,130,670,152,100,200,200,100,200
999,96,131,318,130,670,152,100,200,200,100,200
1000,96,131,319,130,671,153,100,200,200,100,200
1001,96,131,319,131,674,181,100,200,200,100,200
1002,96,131,319,131,674,179,100,200,200,100,200
