Frame,p1xaxis,p1yaxis,p2xaxis,p2yaxis,p3xaxis,p3yaxis,tree1,tree2,tree3,AB,BC
570,96,242,406,243,651,163,200,100,100,150,50
571,147,241,406,243,651,163,200,100,100,150,50
572,147,241,406,243,651,163,200,100,100,150,50
573,148,241,406,243,651,163,200,100,100,150,50
574,148,241,406,243,651,163,200,100,100,150,50
575,95,242,406,243,651,163,200,100,100,150,50
576,95,242,406,243,651,163,200,100,100,150,50
577,148,241,406,243,651,163,200,100,100,150,50
578,148,241,406,243,651,163,200,100,100,150,50
579,94,242,406,243,651,163,200,100,100,150,50
580,94,242,406,243,651,163,200,100,100,150,50
581,95,242,406,243,651,163,200,200,100,150,50
582,95,242,406,243,651,163,200,200,100,150,50
583,95,243,406,243,651,163,200,100,100,150,50
584,94,243,406,243,651,163,200,100,100,150,50
585,148,241,406,243,651,163,200,100,100,150,50
586,148,241,406,243,651,163,200,100,100,150,50
587,97,242,406,243,651,163,200,100,100,150,50
588,97,242,406,243,651,163,200,100,100,150,50
589,96,242,406,243,651,163,200,100,100,150,50
590,148,242,406,243,651,163,200,100,100,150,50
591,148,241,406,243,651,163,200,100,100,150,50
592,126,241,406,243,651,163,200,100,100,150,50
593,97,242,406,243,651,163,200,100,100,150,50
594,97,242,406,243,651,163,200,100,100,150,50
595,98,242,406,243,651,163,200,100,100,150,50
596,98,242,406,243,651,163,200,100,100,150,50
597,97,242,406,243,651,163,200,100,100,150,50
598,98,242,406,243,651,163,200,100,100,150,50
599,97,242,406,243,651,163,200,100,100,150,50
600,97,242,406,243,651,163,200,100,100,150,50
601,97,242,351,275,651,163,200,200,100,150,50
602,97,242,351,275,651,163,200,100,100,150,50
603,97,241,351,275,651,163,200,100,100,150,50
604,97,241,351,275,651,163,200,100,100,150,50
605,96,242,353,275,651,163,200,200,100,150,50
606,96,242,353,275,651,163,200,200,100,150,50
607,96,242,353,275,651,163,200,100,100,150,50
608,96,242,353,275,651,163,200,100,100,150,50
609,148,241,353,275,651,163,200,100,100,150,50
610,148,242,353,275,651,163,200,100,100,150,50
611,96,242,353,275,651,163,200,100,100,150,50
612,96,241,353,275,651,163,200,100,100,150,50
613,96,242,353,275,651,163,200,100,100,150,50
614,96,241,353,275,651,163,200,100,100,150,50
615,97,242,353,275,651,163,200,100,100,150,50
616,97,242,353,275,651,163,200,100,100,150,50
617,147,242,353,275,651,163,200,100,100,150,50
618,147,242,353,275,651,163,200,100,100,150,50
619,149,241,353,275,651,163,200,100,100,150,50
620,149,242,353,275,651,163,200,100,100,150,50
621,148,242,353,275,651,163,200,100,100,150,50
622,147,242,353,275,651,163,200,100,100,150,50
623,147,242,353,275,651,163,200,100,100,150,50
624,147,242,353,275,651,163,200,100,100,150,50
625,96,242,353,275,651,163,200,100,100,150,50
626,97,243,353,275,651,163,200,100,100,150,50
627,97,243,353,275,651,163,200,100,100,150,50
628,97,243,353,275,651,163,200,100,100,150,50
629,96,242,353,275,651,163,200,100,100,150,50
630,96,243,353,275,651,163,200,100,100,150,50
631,97,241,353,275,651,163,200,100,100,150,50
632,97,241,353,275,651,163,200,100,100,150,50
633,97,242,353,275,651,163,200,100,100,150,50
634,97,242,353,275,651,163,200,100,100,150,50
635,97,241,353,275,651,163,200,100,100,150,50
636,98,241,353,275,651,163,200,100,100,150,50
637,97,241,353,275,651,163,200,100,100,150,50
638,97,242,353,275,651,163,200,100,100,150,50
639,97,242,353,275,651,163,200,100,100,150,50
640,97,242,353,275,651,163,200,100,100,150,50
641,97,242,353,275,651,163,200,100,100,150,50
642,97,242,353,275,651,163,200,100,100,150,50
643,97,241,353,275,651,163,200,100,100,150,50
644,97,241,353,275,651,163,200,100,100,150,50
645,97,242,353,275,651,163,200,100,100,150,50
646,97,242,353,275,651,163,200,100,100,150,50
647,98,242,353,275,651,163,200,100,100,150,50
648,98,242,353,275,651,163,200,100,100,150,50
649,97,242,353,275,651,163,200,100,100,150,50
650,97,241,353,275,651,163,200,100,100,150,50
651,97,242,353,275,651,163,200,100,100,150,50
652,97,242,353,275,651,163,200,100,100,150,50
653,97,242,353,275,651,163,200,100,100,150,50
654,97,242,353,275,651,163,200,100,100,150,50
655,95,241,353,275,651,163,200,100,100,150,50
656,95,241,353,275,651,163,200,100,100,150,50
657,96,242,353,275,651,163,200,100,100,150,50
658,96,242,353,275,651,163,200,100,100,150,50
659,96,242,353,275,651,163,200,100,100,150,50
660,96,242,353,275,651,163,200,100,100,150,50
661,95,243,353,275,651,163,200,100,100,150,50
662,95,242,353,275,651,163,200,100,100,150,50
663,95,242,353,275,651,163,200,100,100,150,50
664,95,242,353,275,651,163,200,100,100,150,50
665,96,272,353,275,651,163,200,100,100,150,50
666,96,272,353,275,651,163,200,100,100,150,50
667,126,274,353,275,651,163,200,100,100,150,50
668,125,274,353,275,651,163,200,100,100,150,50
669,95,243,353,275,651,163,200,100,100,150,50
670,95,243,353,275,651,163,200,100,100,150,50
671,96,243,353,275,651,163,200,100,100,150,50
672,95,243,353,275,651,163,200,100,100,150,50
673,96,243,353,275,651,163,200,100,100,150,50
674,96,243,353,275,651,163,200,100,100,150,50
675,95,272,353,275,651,163,200,100,100,150,50
676,95,243,353,275,651,163,200,100,100,150,50
677,96,274,353,275,651,163,200,100,100,150,50
678,96,274,353,275,651,163,200,100,100,150,50
679,96,273,353,275,651,163,200,100,100,150,50
680,96,273,353,275,651,163,200,100,100,150,50
681,96,273,353,275,651,163,200,100,100,150,50
682,96,273,353,275,651,163,200,100,100,150,50
683,94,274,353,275,651,163,200,100,100,150,50
684,94,274,353,275,651,163,200,100,100,150,50
685,94,274,353,275,651,163,200,100,100,150,50
686,94,275,353,275,651,163,200,100,100,150,50
687,94,274,353,275,651,163,200,100,100,150,50
688,94,274,353,275,651,163,200,100,100,150,50
689,93,273,353,275,651,163,200,100,100,150,50
690,94,273,353,275,651,163,200,100,100,150,50
691,94,273,353,275,651,163,200,100,100,150,50
692,94,274,353,275,651,163,200,100,100,150,50
693,94,273,353,275,651,163,200,100,100,150,50
694,94,273,353,275,651,163,200,100,100,150,50
695,94,273,353,275,651,163,200,100,100,150,50
696,94,273,353,275,651,163,200,100,100,150,50
697,94,243,353,275,651,163,200,100,100,150,50
698,94,243,353,275,651,163,200,100,100,150,50
699,95,242,353,275,651,163,200,100,100,150,50
700,95,242,353,275,651,163,200,100,100,150,50
701,94,242,353,275,651,163,200,100,100,150,50
702,94,242,353,275,651,163,200,100,100,150,50
703,95,243,353,275,651,163,200,100,100,150,50
704,94,242,353,275,651,163,200,100,100,150,50
705,94,243,353,275,651,163,200,100,100,150,50
706,94,243,353,275,651,163,200,100,100,150,50
707,95,242,462,206,651,163,200,200,100,100,150
708,94,242,462,206,651,163,200,200,100,100,150
709,94,242,462,206,651,163,200,200,100,100,150
710,94,242,462,205,651,163,200,200,100,100,150
711,95,242,461,206,651,163,200,200,100,100,150
712,96,242,460,206,651,163,200,200,100,100,150
713,96,242,462,206,651,163,200,200,100,100,150
714,96,242,462,205,651,163,200,200,100,100,150
715,94,241,462,206,651,163,200,200,100,100,150
716,94,241,462,205,651,163,200,200,100,100,150
717,93,241,461,204,651,163,200,200,100,100,150
718,93,240,461,203,651,163,200,200,100,100,150
719,96,241,462,204,651,163,200,200,100,100,150
720,96,241,462,204,651,163,200,200,100,100,150
721,94,241,461,205,651,163,200,200,100,100,150
722,94,242,461,205,651,163,200,200,100,100,150
723,95,242,461,205,651,163,200,200,100,100,150
724,94,242,461,205,651,163,200,200,100,100,150
725,94,240,461,205,651,163,200,100,100,150,50
726,94,241,461,205,651,163,200,100,100,150,50
727,95,242,461,205,651,163,200,100,100,150,50
728,94,242,461,205,651,163,200,100,100,150,50
729,94,241,461,204,651,163,200,200,100,100,150
730,94,241,461,204,651,163,200,200,100,100,150
731,93,241,461,205,651,163,200,200,100,100,150
732,93,241,461,204,651,163,200,200,100,100,150
733,93,241,461,204,651,163,100,200,100,100,150
734,93,241,460,204,651,163,100,200,100,100,150
735,93,241,460,205,651,163,100,200,100,100,150
736,93,241,460,205,651,163,100,200,100,100,150
737,93,241,460,205,651,163,100,200,100,100,150
738,93,241,461,205,651,163,100,200,100,100,150
739,93,241,461,205,483,205,100,100,200,50,100
740,93,241,461,205,483,205,100,100,200,50,100
741,93,241,461,205,483,205,100,200,100,100,150
742,93,241,461,205,483,205,100,200,100,100,150
743,94,241,460,205,483,205,200,200,100,100,150
744,94,241,459,205,483,205,200,200,100,100,150
745,94,240,459,205,483,205,200,100,100,150,50
746,94,240,460,205,483,205,200,200,100,100,150
747,94,240,459,205,483,205,200,200,100,100,150
748,94,240,459,205,483,205,200,200,100,100,150
749,94,240,461,204,483,205,100,200,100,100,150
750,94,240,461,204,483,205,100,200,100,100,150
751,94,240,461,204,483,205,100,100,100,50,50
752,94,240,461,204,483,205,100,100,100,50,50
753,94,240,461,204,483,205,100,200,100,100,150
754,94,240,461,204,483,205,100,200,100,100,150
755,93,242,462,204,483,205,200,200,100,100,150
756,94,242,461,204,483,205,200,200,100,100,150
757,93,241,460,205,483,205,200,200,100,100,150
758,93,241,460,205,483,205,200,200,100,100,150
759,93,241,462,203,483,205,100,200,100,100,150
760,93,241,461,203,483,205,100,200,100,100,150
761,93,241,460,206,483,205,100,200,100,100,150
762,93,241,460,206,483,205,100,200,100,100,150
763,93,241,320,206,483,205,100,200,100,100,150
764,43,242,459,203,483,205,200,200,100,100,150
765,43,242,459,203,483,205,100,200,100,100,150
766,43,242,459,203,483,205,100,200,100,100,150
767,43,242,459,205,483,205,100,200,100,100,150
768,43,242,459,205,483,205,100,200,100,100,150
769,43,242,298,236,483,205,100,200,100,100,150
770,43,242,299,235,483,205,100,200,100,100,150
771,42,275,297,236,483,205,200,200,100,100,150
772,42,275,297,235,483,205,100,200,100,100,150
773,43,275,297,236,483,205,200,200,100,100,150
774,43,275,297,236,483,205,200,200,100,100,150
775,42,275,296,235,483,205,200,200,100,100,150
776,42,275,295,235,483,205,200,200,100,100,150
777,43,273,296,235,483,205,200,200,100,100,150
778,42,273,295,235,483,205,200,200,100,100,150
779,42,273,295,235,483,205,200,200,100,100,150
780,42,273,295,236,483,205,200,200,100,100,150
781,42,242,295,236,483,205,200,200,100,100,150
782,42,242,295,236,483,205,200,200,100,100,150
783,42,275,295,236,483,205,200,200,100,100,150
784,42,275,295,236,483,205,200,200,100,100,150
785,42,275,295,236,483,205,100,200,100,100,150
786,42,275,295,236,483,205,100,200,100,100,150
787,42,242,295,236,483,205,200,200,100,150,50
788,42,242,295,237,483,205,100,200,100,100,150
789,42,276,296,237,483,205,200,200,100,100,150
790,42,276,296,236,483,205,200,200,100,100,150
791,42,276,295,238,483,205,100,200,100,100,150
792,42,276,295,238,483,205,100,200,100,100,150
793,42,276,293,239,483,205,100,200,100,100,150
794,42,276,293,239,483,205,100,200,100,100,150
795,42,275,293,239,483,205,200,200,100,100,150
796,42,275,293,239,483,205,200,200,100,100,150
797,42,275,293,238,483,205,200,200,100,100,150
798,42,275,294,238,483,205,200,200,100,100,150
799,42,275,294,238,483,205,100,100,100,50,50
800,42,275,294,238,483,205,100,100,100,50,50
801,42,275,293,239,483,205,100,200,100,100,150
802,42,275,293,239,483,205,100,200,100,100,150
803,42,275,294,239,483,205,100,200,100,100,150
804,42,275,294,239,483,205,100,200,100,100,150
805,42,275,293,240,483,205,100,200,100,100,150
806,42,275,293,240,483,205,100,200,100,100,150
807,42,275,294,240,483,205,100,200,100,100,150
808,42,275,293,240,483,205,100,200,100,100,150
809,42,275,292,239,483,205,100,200,100,100,150
810,42,275,292,239,483,205,100,200,100,100,150
811,42,275,292,238,483,205,100,200,100,100,150
812,42,275,292,238,483,205,100,200,100,100,150
813,42,275,291,238,629,165,100,200,200,100,200
814,42,275,291,239,629,165,100,200,200,100,200
815,42,275,293,239,629,165,100,200,100,100,150
816,42,275,293,239,629,165,100,200,100,100,150
817,42,275,294,241,629,165,100,200,100,100,150
818,42,275,294,241,629,165,100,200,100,100,150
819,42,275,293,241,629,165,100,200,100,100,150
820,42,275,294,240,629,165,100,200,100,100,150
821,42,275,293,240,629,165,100,200,100,100,150
822,42,275,293,240,629,165,100,200,100,100,150
823,42,275,294,240,629,165,100,200,100,100,150
824,42,275,294,241,629,165,100,200,100,100,150
825,42,275,459,238,629,165,100,200,100,100,150
826,42,275,459,238,629,165,100,200,100,100,150
827,42,275,460,239,629,165,100,200,100,100,150
828,42,275,459,239,629,165,100,200,100,100,150
829,42,275,294,273,629,165,100,200,100,100,150
830,42,275,294,273,629,165,100,200,100,100,150
831,42,275,459,240,629,165,100,200,100,100,150
832,42,275,459,240,629,165,100,200,100,100,150
833,42,275,460,240,629,165,100,200,100,100,150
834,42,275,460,240,629,165,100,200,100,100,150
835,42,275,460,240,629,165,100,200,100,100,150
836,42,275,460,241,629,165,100,200,100,100,150
837,44,276,460,240,629,165,200,200,100,100,150
838,44,276,460,240,629,165,200,200,100,100,150
839,44,276,460,240,629,165,100,200,100,100,150
840,44,276,459,241,629,165,100,200,100,100,150
841,44,276,461,240,629,165,100,200,100,100,150
842,44,276,461,240,629,165,100,200,100,100,150
843,44,276,461,240,629,165,100,200,100,100,150
844,44,276,461,240,629,165,100,200,100,100,150
845,44,276,461,239,629,165,100,200,100,100,150
846,44,276,461,238,629,165,100,200,100,100,150
847,44,276,462,240,629,165,100,200,100,100,150
848,44,276,462,240,629,165,100,200,100,100,150
849,44,276,295,239,629,165,100,200,100,100,150
850,44,276,295,239,629,165,100,200,100,100,150
851,44,276,461,240,629,165,100,200,100,100,150
852,44,276,461,240,629,165,100,200,100,100,150
853,44,276,460,239,629,165,100,200,100,100,150
854,44,276,460,239,629,165,100,200,100,100,150
855,44,276,463,239,629,165,100,200,100,100,150
856,44,276,463,239,629,165,100,200,100,100,150
857,44,276,461,241,629,165,100,200,100,100,150
858,44,276,461,241,629,165,100,200,100,100,150
859,44,276,462,242,629,165,100,200,100,100,150
860,44,276,463,242,629,165,100,200,100,100,150
861,44,276,463,242,629,165,100,200,100,100,150
862,44,276,462,241,629,165,100,200,100,100,150
863,44,276,462,242,629,165,100,200,100,100,150
864,44,276,462,242,629,165,100,200,100,100,150
865,44,276,462,242,629,165,100,200,100,100,150
866,44,276,462,242,629,165,100,200,100,100,150
867,44,276,463,240,629,165,100,200,100,100,150
868,44,276,463,240,629,165,100,200,100,100,150
869,44,276,463,241,629,165,100,200,100,100,150
870,44,276,463,241,629,165,100,200,100,100,150
871,44,276,463,242,629,165,100,200,100,100,150
872,44,276,463,242,629,165,100,200,100,100,150
873,44,276,463,242,629,165,100,200,100,100,150
874,44,276,463,242,629,165,100,200,100,100,150
875,44,276,299,275,629,165,100,200,100,100,150
876,44,276,299,274,629,165,100,200,100,100,150
877,44,276,318,274,629,165,100,200,100,100,150
878,44,276,318,274,629,165,100,200,100,100,150
879,44,276,320,275,629,165,100,200,100,100,150
880,44,276,320,275,629,165,100,200,100,100,150
881,44,276,321,273,629,165,100,200,100,100,150
882,44,276,321,273,629,165,100,200,100,100,150
883,43,278,347,274,629,165,200,200,100,100,150
884,43,278,347,274,629,165,200,200,100,100,150
885,43,278,321,275,629,165,100,200,100,100,150
886,43,278,321,275,629,165,100,200,100,100,150
887,42,278,345,274,629,165,200,200,100,100,150
888,42,278,346,274,629,165,200,200,100,100,150
889,42,278,346,274,485,243,100,200,200,100,200
890,42,278,346,274,485,244,100,100,200,50,100
891,43,278,346,274,485,244,200,200,100,100,150
892,42,278,346,274,485,244,200,200,100,100,150
893,42,278,347,276,485,244,100,200,100,100,150
894,42,278,347,275,485,244,100,200,100,100,150
895,42,278,347,275,485,244,100,200,100,100,150
896,42,278,347,275,485,244,100,200,100,100,150
897,42,278,348,275,513,241,100,200,200,100,200
898,42,278,348,275,513,241,100,200,100,100,150
899,42,278,348,275,513,241,100,200,100,100,150
900,42,278,347,275,513,241,100,200,100,100,150
901,42,278,348,275,513,241,100,200,100,100,150
902,42,278,348,276,513,241,100,200,100,100,150
903,42,278,348,275,511,243,100,200,200,100,200
904,42,278,349,275,511,242,100,200,200,100,200
905,42,278,347,277,513,271,100,200,200,100,200
906,42,278,347,277,512,271,100,200,200,100,200
907,42,278,348,277,512,269,100,200,200,100,200
908,42,278,348,277,513,269,100,200,200,100,200
909,42,278,349,276,513,276,100,200,200,100,200
910,42,278,349,277,513,277,100,200,200,100,200
911,42,278,348,276,515,275,100,200,200,100,200
912,42,278,348,276,515,275,100,200,200,100,200
913,42,278,348,277,514,277,100,200,200,100,200
914,42,278,348,277,513,277,100,200,200,100,200
915,42,278,348,276,513,277,100,200,200,100,200
916,42,278,347,276,513,277,100,200,200,100,200
917,42,278,348,276,513,277,100,200,200,100,200
918,42,278,348,276,513,277,100,200,200,100,200
919,42,278,348,277,513,277,100,200,200,100,200
920,42,278,348,277,513,278,100,200,200,100,200
921,42,278,320,279,513,277,100,200,200,100,200
922,42,278,320,278,513,277,100,200,200,100,200
923,42,278,346,277,514,276,100,200,200,100,200
924,42,278,347,277,514,275,100,200,200,100,200
925,42,278,349,277,515,276,100,200,200,100,200
926,42,278,349,277,514,277,100,200,200,100,200
927,42,278,349,277,513,277,100,100,200,50,100
928,42,278,349,277,514,276,100,200,200,100,200
929,42,278,349,276,515,277,100,200,200,100,200
930,42,278,350,276,515,277,100,200,200,100,200
931,42,278,349,277,514,270,100,200,200,100,200
932,42,278,349,277,514,270,100,200,200,100,200
933,42,278,349,276,515,274,100,200,200,100,200
934,42,278,349,276,515,273,100,200,200,100,200
935,42,278,350,276,515,277,100,200,200,100,200
936,42,278,350,277,515,276,100,200,200,100,200
937,42,278,350,276,515,273,100,200,200,100,200
938,42,278,349,276,515,272,100,200,200,100,200
939,42,278,348,276,516,275,100,200,200,100,200
940,42,278,348,277,516,275,100,200,200,100,200
941,42,278,348,276,516,276,100,200,200,100,200
942,42,278,348,276,515,276,100,200,200,100,200
943,42,278,349,276,516,277,100,200,200,100,200
944,42,278,349,276,516,277,100,200,200,100,200
945,42,278,348,275,516,274,100,200,200,100,200
946,42,278,348,276,516,274,100,200,200,100,200
947,42,278,319,276,516,275,100,200,200,100,200
948,42,278,319,276,516,275,100,200,200,100,200
949,42,278,349,275,516,277,100,200,200,100,200
950,42,278,349,275,516,276,100,200,200,100,200
951,42,278,349,274,515,275,100,200,200,100,200
952,42,278,349,274,516,275,100,200,200,100,200
953,42,278,347,275,515,276,100,200,200,100,200
954,42,278,347,275,515,275,100,200,200,100,200
955,42,278,348,275,515,275,100,200,200,100,200
956,42,278,348,275,515,275,100,200,200,100,200
957,42,278,348,276,515,276,100,200,200,100,200
958,42,278,348,276,515,276,100,200,200,100,200
959,42,278,349,276,515,276,100,200,200,100,200
960,42,278,348,276,515,276,100,200,200,100,200
961,42,278,348,277,516,276,100,200,200,100,200
962,42,278,348,277,516,276,100,200,200,100,200
963,42,278,346,276,515,276,100,200,200,100,200
964,42,278,346,276,515,276,100,200,200,100,200
965,42,278,320,278,514,273,100,200,200,100,200
966,42,278,320,278,514,272,100,200,200,100,200
967,42,278,318,277,514,272,100,200,100,100,150
968,42,278,318,277,514,272,100,200,100,100,150
969,42,278,319,277,514,276,100,200,200,100,200
970,42,278,319,277,514,275,100,200,200,100,200
971,42,278,318,276,514,276,100,200,200,100,200
972,42,278,318,276,515,276,100,200,200,100,200
973,42,278,318,277,515,276,100,200,100,100,150
974,42,278,318,277,515,276,100,200,100,100,150
975,42,278,317,278,515,276,100,200,100,100,150
976,42,278,318,278,515,276,100,200,100,100,150
977,42,278,318,278,515,276,100,200,100,100,150
978,42,278,318,278,515,276,100,200,100,100,150
979,42,278,319,278,513,277,100,200,200,100,200
980,42,278,319,278,514,277,100,200,200,100,200
981,42,278,320,278,514,277,100,200,200,100,200
982,42,278,320,278,514,276,100,200,200,100,200
983,42,278,318,279,514,272,100,200,200,100,200
984,42,278,319,279,514,272,100,200,200,100,200
985,42,278,319,279,516,277,100,200,200,100,200
986,42,278,319,279,516,277,100,200,200,100,200
987,42,278,319,279,515,276,100,200,200,100,200
988,42,278,348,278,515,276,100,200,200,100,200
989,42,278,320,279,516,277,100,200,200,100,200
990,42,278,320,279,516,277,100,200,200,100,200
991,42,278,319,277,516,277,100,200,100,100,150
992,42,278,319,277,516,277,100,200,100,100,150
993,42,278,320,279,516,277,100,200,100,100,150
994,42,278,320,279,516,277,100,200,100,100,150
995,42,278,319,279,516,277,100,200,100,100,150
996,42,278,319,279,516,277,100,200,100,100,150
997,42,278,319,279,516,277,100,200,100,100,150
998,42,278,319,279,516,277,100,200,100,100,150
999,42,278,319,279,516,277,100,200,100,100,150
1000,42,278,319,279,516,277,100,200,100,100,150
1001,42,278,319,279,516,277,100,200,100,100,150
1002,42,278,319,279,516,277,100,200,100,100,150
